
None,None,None,None,03:02:49,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:36,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:36,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:36,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:36,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:36,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:37,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:38,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:39,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:39,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:39,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:39,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:39,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:39,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:39,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:39,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:39,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:42,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:42,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:43,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:43,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:43,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:43,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:43,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:43,29/05/2022,Preset
('Harry Potter',),('MALE',),('A',),('Computer',),15:51:43,29/05/2022,Preset
